"X","Y","Z","Acc","Time"
"-0.5","0.3","-0.2","0.6","35.3"
"-0.4","0.3","-0.2","0.5","35.3"
"-0.3","0.3","-0.1","0.4","35.3"
"0.0","0.1","-0.4","0.4","35.3"
"0.1","0.4","0.0","0.4","35.3"
"-0.1","0.0","-0.1","0.1","35.3"
"-0.2","-0.3","-0.2","0.4","35.4"
"-0.1","-0.2","0.5","0.5","35.4"
"-0.3","0.0","0.3","0.4","35.4"
"-0.2","-0.2","0.7","0.8","35.4"
"-0.1","-0.3","0.1","0.3","35.4"
"0.1","-0.2","-0.2","0.3","35.4"
"0.1","0.0","0.2","0.2","35.4"
"0.2","0.0","0.2","0.3","35.4"
"0.2","0.0","-0.1","0.2","35.4"
"0.3","-0.1","-0.1","0.3","35.4"
"0.4","0.1","0.2","0.5","35.4"
"0.4","0.1","0.3","0.5","35.5"
"0.2","0.1","0.1","0.2","35.5"
"0.1","-0.1","-0.1","0.2","35.5"
"0.0","0.0","-0.1","0.1","35.5"
"-0.1","0.0","-0.2","0.2","35.5"
"0.1","-0.1","-0.3","0.3","35.5"
"-0.1","-0.1","-0.1","0.2","35.5"
"0.0","0.0","-0.2","0.2","35.5"
"-0.1","-0.2","-0.4","0.5","35.5"
"0.0","-0.2","-0.2","0.3","35.5"
"0.0","-0.1","0.1","0.1","35.6"
"-0.1","0.0","0.0","0.1","35.6"
"-0.2","-0.2","-0.4","0.5","35.6"
"-0.2","-0.6","-0.6","0.9","35.6"
"0.0","0.1","0.2","0.2","35.6"
"-0.5","0.6","-0.3","0.8","35.6"
"-1.0","0.4","0.1","1.1","35.6"
"-0.8","0.2","0.7","1.1","35.6"
"-0.1","0.0","0.5","0.5","35.6"
"0.1","-0.1","0.2","0.2","35.6"
"0.0","0.1","0.0","0.1","35.6"
"-0.1","0.5","0.0","0.5","35.7"
"-0.1","0.7","0.1","0.7","35.7"
"-0.1","-0.3","-1.3","1.3","35.7"
"0.4","0.3","-0.3","0.6","35.7"
"0.2","0.3","-0.1","0.4","35.7"
"0.1","0.3","-0.1","0.3","35.7"
"0.2","0.4","0.1","0.5","35.7"
"0.2","0.2","-0.4","0.5","35.7"
"0.5","0.3","0.6","0.8","35.7"
"0.1","-0.1","-0.4","0.4","35.7"
"0.3","-0.1","-0.3","0.4","35.8"
"0.2","-0.1","-0.4","0.5","35.8"
"0.0","-0.2","-0.1","0.2","35.8"
"0.0","-0.2","0.0","0.2","35.8"
"0.5","-0.8","0.1","0.9","35.8"
"0.4","-0.9","-0.7","1.2","35.8"
"0.3","-0.5","0.7","0.9","35.8"
"-0.1","-0.2","-0.2","0.3","35.8"
"-0.2","0.1","-1.1","1.1","35.8"
"-0.1","0.0","-0.8","0.8","35.8"
"-0.3","-0.8","0.2","0.9","35.9"
"0.0","-0.8","0.7","1.1","35.9"
"0.3","-0.5","0.6","0.8","35.9"
"0.5","-0.3","0.8","1.0","35.9"
"1.0","-0.6","-0.1","1.2","35.9"
"0.5","0.1","1.0","1.1","35.9"
"0.4","0.2","1.4","1.5","35.9"
"0.4","0.1","0.6","0.7","35.9"
"0.6","-0.1","0.3","0.7","35.9"
"0.4","-0.3","0.6","0.8","35.9"
"0.2","-0.4","0.5","0.7","35.9"
"0.0","-0.3","0.3","0.4","36.0"
"-0.1","-0.1","0.1","0.2","36.0"
"-0.2","0.0","0.0","0.2","36.0"
"-0.2","0.0","-0.1","0.2","36.0"
"-0.2","0.0","-0.2","0.3","36.0"
"-0.1","0.0","-0.2","0.2","36.0"
"0.0","0.1","-0.1","0.1","36.0"
"0.0","0.1","0.0","0.1","36.0"
"0.0","0.1","0.0","0.1","36.0"
"0.0","0.0","-0.1","0.1","36.0"
"-0.1","0.0","-0.2","0.2","36.1"
"-0.1","0.0","-0.3","0.3","36.1"
"0.0","0.1","-0.2","0.2","36.1"
"0.0","0.1","-0.2","0.2","36.1"
"0.1","0.1","-0.2","0.2","36.1"
"0.2","0.0","-0.2","0.3","36.1"
"0.2","0.0","-0.2","0.3","36.1"
"0.2","0.0","-0.2","0.3","36.1"
"0.2","0.0","-0.1","0.2","36.1"
"0.2","0.0","0.1","0.2","36.1"
"0.3","0.0","0.2","0.4","36.1"
"0.3","-0.1","0.2","0.4","36.2"
"0.3","-0.2","0.2","0.4","36.2"
"0.3","-0.1","0.2","0.4","36.2"
"0.4","0.0","0.1","0.4","36.2"
"0.4","0.0","0.0","0.4","36.2"
"0.3","0.0","0.0","0.3","36.2"
"0.2","-0.1","-0.1","0.2","36.2"
"0.1","-0.1","-0.3","0.3","36.2"
"0.0","-0.2","-0.4","0.4","36.2"
"0.0","-0.1","-0.3","0.3","36.2"
"0.0","-0.1","-0.2","0.2","36.3"
"0.1","-0.1","-0.2","0.2","36.3"
"0.1","-0.1","-0.2","0.2","36.3"
"0.2","-0.1","-0.2","0.3","36.3"
"0.2","-0.1","-0.2","0.3","36.3"
"0.3","-0.1","-0.2","0.4","36.3"
"0.2","-0.1","-0.2","0.3","36.3"
"0.2","-0.2","-0.3","0.4","36.3"
"0.1","-0.2","-0.4","0.5","36.3"
"0.1","-0.2","-0.6","0.6","36.3"
"0.1","-0.2","-0.8","0.8","36.4"
"0.2","-0.2","-0.9","0.9","36.4"
"0.2","-0.2","-1.0","1.0","36.4"
"0.3","-0.3","-1.1","1.2","36.4"
"0.3","-0.3","-1.1","1.2","36.4"
"0.2","-0.4","-0.9","1.0","36.4"
"0.1","-0.5","-0.9","1.0","36.4"
"0.0","-0.5","-0.8","0.9","36.4"
"0.0","-0.4","-0.7","0.8","36.4"
"0.1","-0.3","-0.7","0.8","36.4"
"0.2","-0.3","-1.0","1.1","36.4"
"0.2","-0.3","-1.2","1.3","36.5"
"0.3","-0.2","-1.3","1.3","36.5"
"0.4","-0.1","-1.4","1.5","36.5"
"0.4","0.0","-1.6","1.6","36.5"
"0.5","0.1","-1.4","1.5","36.5"
"0.6","0.2","-0.8","1.0","36.5"
"0.9","0.2","0.1","0.9","36.5"
"1.3","0.2","1.0","1.7","36.5"
"1.7","0.1","1.7","2.4","36.5"
"1.9","0.1","2.0","2.8","36.5"
"1.7","-0.1","1.9","2.6","36.6"
"1.3","-0.2","1.6","2.1","36.6"
"1.0","-0.2","1.5","1.8","36.6"
"1.0","-0.2","1.3","1.7","36.6"
"1.0","-0.3","1.1","1.5","36.6"
"0.7","-0.6","0.7","1.2","36.6"
"0.1","-0.9","0.2","0.9","36.6"
"-0.5","-1.0","-0.2","1.1","36.6"
"-0.6","-0.9","-0.2","1.1","36.6"
"0.1","-0.6","0.5","0.8","36.6"
"1.0","-0.3","1.1","1.5","36.6"
"1.7","0.0","1.6","2.3","36.7"
"2.1","0.2","1.6","2.6","36.7"
"1.8","0.3","1.0","2.1","36.7"
"1.2","0.2","0.4","1.3","36.7"
"0.6","0.0","-0.1","0.6","36.7"
"0.1","0.2","-0.7","0.7","36.7"
"-0.3","0.2","-0.9","1.0","36.7"
"-0.5","0.1","-0.7","0.9","36.7"
"-0.6","-0.1","-0.5","0.8","36.7"
"-0.6","-0.2","-0.6","0.9","36.7"
"-0.5","-0.2","-0.8","1.0","36.8"
"-0.2","-0.1","-0.8","0.8","36.8"
"0.1","-0.1","-0.7","0.7","36.8"
"0.3","0.0","-0.5","0.6","36.8"
"0.3","0.0","-0.2","0.4","36.8"
"0.3","-0.3","-0.2","0.5","36.8"
"0.2","-0.5","-0.3","0.6","36.8"
"0.3","-0.6","-0.3","0.7","36.8"
"0.4","-0.6","-0.1","0.7","36.8"
"0.6","-0.6","0.1","0.9","36.8"
"0.7","-0.5","0.0","0.9","36.9"
"0.8","-0.3","0.2","0.9","36.9"
"0.6","-0.2","0.4","0.7","36.9"
"0.7","-0.2","0.4","0.8","36.9"
"0.6","-0.5","-0.1","0.8","36.9"
"0.2","-0.7","-0.5","0.9","36.9"
"-0.1","-0.8","-0.7","1.1","36.9"
"-0.1","-0.7","-0.6","0.9","36.9"
"0.1","-0.5","-0.4","0.6","36.9"
"0.1","-0.3","-0.2","0.4","36.9"
"0.0","-0.2","0.0","0.2","36.9"
"-0.3","-0.4","0.4","0.6","37.0"
"-0.6","-0.8","0.0","1.0","37.0"
"-0.6","-0.4","-0.2","0.7","37.0"
"-0.6","-0.2","-0.5","0.8","37.0"
"-0.6","0.0","-0.6","0.8","37.0"
"-0.6","0.0","-0.5","0.8","37.0"
"-0.8","-0.2","-0.5","1.0","37.0"
"-1.0","-0.2","-0.5","1.1","37.0"
"-1.1","-0.1","-0.3","1.1","37.0"
"-1.1","0.0","-0.1","1.1","37.0"
"-1.1","0.1","0.0","1.1","37.1"
"-1.3","-0.1","0.2","1.3","37.1"
"-1.4","-0.1","0.4","1.5","37.1"
"-1.5","-0.3","0.5","1.6","37.1"
"-1.5","-0.3","0.3","1.6","37.1"
"-1.3","-0.2","0.0","1.3","37.1"
"-0.9","0.0","-0.1","0.9","37.1"
"-0.6","0.4","-0.3","0.8","37.1"
"-0.5","0.5","-0.7","1.0","37.1"
"-0.5","0.5","-1.3","1.5","37.1"
"-0.6","0.6","-1.6","1.8","37.1"
"-0.5","0.6","-1.5","1.7","37.2"
"-0.6","0.6","-1.4","1.6","37.2"
"0.0","0.8","-0.9","1.2","37.2"
"1.0","0.6","0.0","1.2","37.2"
"1.5","0.8","0.3","1.7","37.2"
"1.7","0.9","0.1","1.9","37.2"
"1.7","0.5","0.2","1.8","37.2"
"1.7","0.2","0.4","1.8","37.2"
"1.5","-0.1","0.5","1.6","37.2"
"1.5","-0.2","0.7","1.7","37.2"
"1.3","-0.1","0.7","1.5","37.3"
"1.1","-0.1","0.2","1.1","37.3"
"1.0","0.0","-0.7","1.2","37.3"
"1.0","0.0","-1.0","1.4","37.3"
"0.8","-0.2","-1.1","1.4","37.3"
"0.4","-0.5","-0.9","1.1","37.3"
"0.1","-0.7","-0.8","1.1","37.3"
"0.0","-0.8","-0.5","0.9","37.3"
"-0.1","-0.6","-0.3","0.7","37.3"
"-0.1","-0.4","0.1","0.4","37.3"
"-0.2","-0.2","0.4","0.5","37.3"
"-0.4","0.0","0.5","0.6","37.4"
"-0.4","0.1","0.7","0.8","37.4"
"-0.6","0.1","0.9","1.1","37.4"
"-1.0","-0.1","1.1","1.5","37.4"
"-1.1","-0.2","0.9","1.4","37.4"
"-1.0","0.0","0.7","1.2","37.4"
"-0.9","0.1","0.5","1.0","37.4"
"-0.6","0.3","0.4","0.8","37.4"
"-0.4","0.4","0.3","0.6","37.4"
"-0.3","0.5","0.0","0.6","37.4"
"-0.1","0.6","-0.3","0.7","37.5"
"-0.2","0.4","-0.6","0.7","37.5"
"-0.2","0.3","-0.8","0.9","37.5"
"-0.1","0.4","-0.8","0.9","37.5"
"-0.1","0.4","-0.7","0.8","37.5"
"0.0","0.4","-0.5","0.6","37.5"
"0.0","0.3","-0.3","0.4","37.5"
"0.1","0.4","0.0","0.4","37.5"
"0.2","0.3","0.3","0.5","37.5"
"0.3","0.2","0.4","0.5","37.5"
"0.3","0.1","0.5","0.6","37.6"
"0.3","-0.1","0.7","0.8","37.6"
"0.3","-0.1","0.9","1.0","37.6"
"0.2","-0.2","1.0","1.0","37.6"
"0.1","-0.3","1.0","1.0","37.6"
"-0.1","-0.4","0.7","0.8","37.6"
"-0.1","-0.4","0.5","0.6","37.6"
"-0.1","-0.4","0.5","0.6","37.6"
"-0.1","-0.4","0.4","0.6","37.6"
"-0.1","-0.3","0.3","0.4","37.6"
"-0.3","-0.5","0.2","0.6","37.6"
"-0.1","-0.1","-0.2","0.2","37.7"
"0.0","0.2","-0.4","0.4","37.7"
"0.0","0.3","-0.5","0.6","37.7"
"0.0","0.2","-0.5","0.5","37.7"
"0.0","0.3","-0.5","0.6","37.7"
"0.1","0.5","-0.6","0.8","37.7"
"0.2","0.7","-0.7","1.0","37.7"
"0.3","0.7","-0.8","1.1","37.7"
"0.4","0.5","-0.8","1.0","37.7"
"0.3","0.3","-0.8","0.9","37.7"
"0.2","0.2","-0.6","0.7","37.8"
"0.2","-0.1","-0.3","0.4","37.8"
"0.0","-0.2","-0.1","0.2","37.8"
"0.0","-0.2","0.2","0.3","37.8"
"0.0","-0.3","0.5","0.6","37.8"
"0.2","-0.5","0.7","0.9","37.8"
"0.4","-0.5","0.8","1.0","37.8"
"0.5","-0.4","1.0","1.2","37.8"
"0.6","-0.4","1.0","1.2","37.8"
"0.6","-0.4","0.9","1.2","37.8"
"0.7","-0.6","0.8","1.2","37.8"
"0.5","-0.6","0.8","1.1","37.9"
"0.3","-0.6","0.6","0.9","37.9"
"0.3","-0.6","0.5","0.8","37.9"
"0.3","-0.4","0.4","0.6","37.9"
"0.3","-0.3","0.2","0.5","37.9"
"0.1","-0.3","-0.3","0.4","37.9"
"-0.1","-0.4","-0.7","0.8","37.9"
"-0.3","-0.3","-1.0","1.1","37.9"
"-0.3","-0.4","-1.2","1.3","37.9"
"-0.4","-0.4","-1.4","1.5","37.9"
"-0.7","-0.6","-1.4","1.7","38.0"
"-0.9","-0.7","-1.5","1.9","38.0"
"-0.4","-0.2","-1.3","1.4","38.0"
"0.3","0.7","-1.0","1.3","38.0"
"0.6","1.0","-0.8","1.4","38.0"
"0.7","1.0","-0.3","1.3","38.0"
"0.7","0.9","0.3","1.2","38.0"
"0.6","0.7","0.6","1.1","38.0"
"0.3","0.4","1.0","1.1","38.0"
"-0.3","-0.2","1.3","1.3","38.0"
"-0.9","-0.7","1.4","1.8","38.1"
"-1.3","-0.8","1.1","1.9","38.1"
"-1.4","-0.6","0.7","1.7","38.1"
"-1.1","-0.2","0.4","1.2","38.1"
"-0.7","0.1","0.4","0.8","38.1"
"-0.3","0.5","0.5","0.8","38.1"
"-0.2","0.6","0.5","0.8","38.1"
"-0.3","0.5","0.3","0.7","38.1"
"-0.3","0.4","0.3","0.6","38.1"
"-0.3","0.2","0.4","0.5","38.1"
"-0.4","0.1","0.5","0.6","38.1"
"-0.3","0.3","0.4","0.6","38.2"
"-0.3","0.1","0.2","0.4","38.2"
"-0.4","-0.2","0.1","0.5","38.2"
"-0.4","-0.1","-0.2","0.5","38.2"
"-0.1","0.1","-0.2","0.2","38.2"
"0.1","0.3","-0.1","0.3","38.2"
"0.3","0.3","0.0","0.4","38.2"
"0.4","0.2","-0.2","0.5","38.2"
"0.5","0.3","-0.4","0.7","38.2"
"0.6","0.3","-0.6","0.9","38.2"
"0.6","0.4","-1.0","1.2","38.3"
"0.8","0.7","-1.8","2.1","38.3"
"0.9","0.8","-1.9","2.2","38.3"
"0.6","0.5","-2.8","2.9","38.3"
"0.1","0.2","-0.4","0.5","38.3"
"-0.2","-0.3","0.4","0.5","38.3"
"-0.5","-0.5","0.4","0.8","38.3"
"-0.7","-0.5","1.2","1.5","38.3"
"-0.9","-0.4","1.5","1.8","38.3"
"-1.0","-0.3","1.3","1.7","38.3"
"-1.1","-0.2","1.3","1.7","38.3"
"-1.1","0.0","0.9","1.4","38.4"
"-1.0","0.2","0.6","1.2","38.4"
"-0.8","0.3","0.1","0.9","38.4"
"-0.8","0.2","-0.3","0.9","38.4"
"-0.8","0.2","-0.4","0.9","38.4"
"-1.0","0.0","-0.3","1.0","38.4"
"-1.0","0.1","-0.3","1.0","38.4"
"-0.9","0.1","-0.3","1.0","38.4"
"-0.8","0.1","-0.3","0.9","38.4"
"-0.6","0.2","-0.4","0.7","38.4"
"-0.3","0.3","-0.5","0.7","38.5"
"0.1","0.3","-0.5","0.6","38.5"
"0.7","0.4","-0.4","0.9","38.5"
"1.3","0.6","-0.4","1.5","38.5"
"1.7","0.6","-0.5","1.9","38.5"
"2.1","0.5","-0.3","2.2","38.5"
"2.6","0.5","0.3","2.7","38.5"
"2.7","0.2","1.0","2.9","38.5"
"2.4","-0.1","1.5","2.8","38.5"
"1.9","-0.4","1.7","2.6","38.5"
"1.4","-0.6","1.6","2.2","38.6"
"0.9","-0.8","1.2","1.7","38.6"
"0.4","-1.0","1.0","1.5","38.6"
"0.0","-1.1","0.5","1.2","38.6"
"-0.5","-1.2","-0.3","1.3","38.6"
"-0.8","-1.4","-1.0","1.9","38.6"
"-1.2","-1.5","-1.3","2.3","38.6"
"-2.0","-2.5","-2.6","4.1","38.6"
"-1.4","-0.5","0.0","1.5","38.6"
"-0.6","-1.3","-1.3","1.9","38.6"
"-0.3","-0.7","-0.3","0.8","38.6"
"0.0","0.0","0.1","0.1","38.7"
"0.6","0.3","-0.2","0.7","38.7"
"0.6","0.4","0.1","0.7","38.7"
"0.3","0.4","0.3","0.6","38.7"
"0.0","0.5","-0.1","0.5","38.7"
"-0.2","0.6","0.1","0.6","38.7"
"-0.3","0.7","0.3","0.8","38.7"
"-0.4","0.7","0.3","0.9","38.7"
"-0.5","0.7","0.3","0.9","38.7"
"-0.6","0.8","0.2","1.0","38.7"
"-0.6","0.8","0.0","1.0","38.8"
"-0.7","0.8","0.0","1.1","38.8"
"-0.7","0.7","0.0","1.0","38.8"
"-0.6","0.8","-0.4","1.1","38.8"
"-0.6","0.6","-0.2","0.9","38.8"
"-0.4","0.6","-0.1","0.7","38.8"
"-0.1","0.5","0.2","0.5","38.8"
"-0.2","0.2","0.3","0.4","38.8"
"0.2","0.5","0.2","0.6","38.8"
"0.6","0.5","0.1","0.8","38.8"
"0.6","0.2","0.1","0.6","38.8"
"0.8","0.1","0.3","0.9","38.9"
"0.7","-0.2","0.1","0.7","38.9"
"0.7","-0.2","0.0","0.7","38.9"
"0.6","-0.2","-0.2","0.7","38.9"
"0.4","-0.2","-0.4","0.6","38.9"
"0.3","-0.3","-0.5","0.7","38.9"
"0.1","-0.3","-0.4","0.5","38.9"
"-0.1","-0.4","-0.3","0.5","38.9"
"-0.2","-0.4","-0.2","0.5","38.9"
"-0.1","-0.4","0.0","0.4","38.9"
"0.0","-0.3","0.6","0.7","39.0"
"0.1","-0.3","1.0","1.0","39.0"
"0.0","-0.4","0.9","1.0","39.0"
"-0.1","-0.4","0.7","0.8","39.0"
"-0.2","-0.4","0.2","0.5","39.0"
"-0.2","-0.4","-0.3","0.5","39.0"
"-0.2","-0.3","-0.7","0.8","39.0"
"-0.2","-0.3","-0.7","0.8","39.0"
"-0.2","-0.3","-0.6","0.7","39.0"
"-0.1","-0.4","-0.4","0.6","39.0"
"0.2","-0.2","-0.1","0.3","39.1"
"0.3","0.0","0.0","0.3","39.1"
"0.3","0.0","0.1","0.3","39.1"
"0.4","0.0","-0.1","0.4","39.1"
"0.3","0.2","0.0","0.4","39.1"
"0.4","0.2","0.3","0.5","39.1"
"0.2","-0.7","-2.5","2.6","39.1"
"0.4","1.3","3.6","3.8","39.1"
"0.8","0.2","0.4","0.9","39.1"
"0.1","0.2","0.6","0.6","39.1"
"-0.4","0.5","1.0","1.2","39.1"
"-0.4","0.3","-0.1","0.5","39.2"
"-0.4","0.3","0.0","0.5","39.2"
"-0.3","0.4","0.1","0.5","39.2"
"-0.2","0.5","-0.2","0.6","39.2"
"-0.2","0.5","-0.4","0.7","39.2"
"-0.2","0.4","0.0","0.4","39.2"
"-0.4","0.3","-0.2","0.5","39.2"
"-0.4","0.2","-0.1","0.5","39.2"
"-0.6","0.2","-0.2","0.7","39.2"
"-0.8","0.1","-0.4","0.9","39.2"
"-1.2","-0.2","-0.7","1.4","39.3"
"-1.2","-0.1","-0.8","1.4","39.3"
"-1.0","0.1","-0.7","1.2","39.3"
"-0.8","0.3","-0.8","1.2","39.3"
"-0.3","0.1","0.2","0.4","39.3"
"0.0","0.1","0.9","0.9","39.3"
"0.3","0.1","0.9","1.0","39.3"
"0.6","0.1","1.0","1.2","39.3"
"0.8","0.1","1.0","1.3","39.3"
"0.8","0.0","0.5","0.9","39.3"
"0.6","-0.1","-0.1","0.6","39.3"
"0.5","0.0","-0.5","0.7","39.4"
"0.5","-0.1","-0.7","0.9","39.4"
"0.3","-0.1","-0.7","0.8","39.4"
"0.3","-0.3","-0.2","0.5","39.4"
"0.4","-0.2","0.1","0.5","39.4"
"0.4","-0.3","0.4","0.6","39.4"
"0.1","-0.4","0.6","0.7","39.4"
"0.0","-0.3","0.3","0.4","39.4"
"0.0","-0.2","0.2","0.3","39.4"
"-0.1","-0.1","0.0","0.1","39.4"
"-0.2","-0.1","-0.1","0.2","39.5"
"-0.2","0.0","-0.1","0.2","39.5"
"-0.2","0.1","-0.1","0.2","39.5"
"-0.3","0.1","-0.1","0.3","39.5"
"-0.3","0.1","-0.2","0.4","39.5"
"-0.3","0.1","-0.2","0.4","39.5"
"-0.1","0.2","0.0","0.2","39.5"
"0.1","0.3","0.3","0.4","39.5"
"0.3","0.2","0.4","0.5","39.5"
"0.2","0.1","0.3","0.4","39.5"
"0.1","0.0","0.0","0.1","39.5"
"0.0","0.0","-0.2","0.2","39.6"
"0.1","0.2","-0.3","0.4","39.6"
"0.2","0.1","-0.4","0.5","39.6"
"0.2","0.1","-0.3","0.4","39.6"
"0.2","0.1","-0.3","0.4","39.6"
"0.2","0.1","-0.2","0.3","39.6"
"0.1","0.0","0.0","0.1","39.6"
"0.0","-0.1","0.1","0.1","39.6"
"-0.1","-0.2","0.2","0.3","39.6"
"-0.1","-0.2","0.3","0.4","39.6"
"-0.1","-0.2","0.3","0.4","39.7"
"-0.1","-0.2","0.3","0.4","39.7"
"0.0","-0.2","0.1","0.2","39.7"
"0.0","-0.2","0.1","0.2","39.7"
"0.1","-0.1","0.1","0.2","39.7"
"0.0","-0.1","0.1","0.1","39.7"
"0.0","-0.1","0.1","0.1","39.7"
"0.0","-0.1","0.1","0.1","39.7"
"-0.1","-0.1","0.1","0.2","39.7"
"-0.2","-0.1","-0.3","0.4","39.7"
"-0.3","-0.1","-0.5","0.6","39.8"
"-0.2","-0.1","-0.2","0.3","39.8"
"0.3","0.1","-0.3","0.4","39.8"
"0.5","0.4","-0.3","0.7","39.8"
"0.4","0.3","0.0","0.5","39.8"
"0.2","0.2","0.0","0.3","39.8"
"0.0","0.2","0.2","0.3","39.8"
"-0.3","0.0","0.2","0.4","39.8"
"-0.5","0.0","0.2","0.5","39.8"
"-0.5","0.0","0.2","0.5","39.8"
"-0.5","0.0","0.3","0.6","39.8"
"-0.4","0.1","0.1","0.4","39.9"
"-0.2","0.1","0.0","0.2","39.9"
"0.0","0.1","0.0","0.1","39.9"
"0.3","0.2","0.0","0.4","39.9"
"0.4","0.2","-0.2","0.5","39.9"
"0.4","0.1","-0.2","0.5","39.9"
"0.3","0.0","-0.2","0.4","39.9"
"0.3","-0.1","-0.1","0.3","39.9"
"0.2","-0.2","0.0","0.3","39.9"
"0.0","-0.3","0.0","0.3","39.9"
"-0.1","-0.3","0.0","0.3","40.0"
"0.0","-0.2","0.0","0.2","40.0"
"0.0","-0.2","0.0","0.2","40.0"
"0.0","-0.1","0.1","0.1","40.0"
"0.1","0.0","0.1","0.1","40.0"
"0.0","0.0","0.0","0.0","40.0"
"-0.1","0.0","0.0","0.1","40.0"
"-0.1","0.0","-0.1","0.1","40.0"
"-0.1","0.0","-0.1","0.1","40.0"
"-0.1","0.0","0.1","0.1","40.0"
"-0.1","0.0","0.2","0.2","40.0"
"-0.1","0.0","0.2","0.2","40.1"
"-0.1","-0.1","0.0","0.1","40.1"
"0.0","0.0","-0.1","0.1","40.1"
"0.2","0.0","-0.2","0.3","40.1"
"0.4","0.1","-0.1","0.4","40.1"
"0.4","0.1","-0.1","0.4","40.1"
"0.3","0.0","-0.1","0.3","40.1"
"0.1","0.0","0.0","0.1","40.1"
"0.1","-0.1","0.2","0.2","40.1"
"0.0","-0.1","0.2","0.2","40.1"
"0.0","0.0","0.3","0.3","40.2"
"0.0","0.0","0.2","0.2","40.2"
"-0.2","0.1","-0.1","0.2","40.2"
"-0.2","0.0","-0.2","0.3","40.2"
"-0.1","0.0","-0.3","0.3","40.2"
"0.0","0.1","-0.3","0.3","40.2"
"0.0","0.1","0.2","0.2","40.2"
"0.1","0.0","0.4","0.4","40.2"
"0.1","-0.1","0.5","0.5","40.2"
"-0.1","-0.2","1.1","1.1","40.2"
"0.1","-0.1","0.4","0.4","40.3"
"0.1","-0.1","0.7","0.7","40.3"
"0.1","0.0","0.3","0.3","40.3"
"0.1","0.0","0.2","0.2","40.3"
"0.1","-0.2","-1.4","1.4","40.3"
"-0.4","0.1","-0.3","0.5","40.3"
"-0.1","0.1","-0.5","0.5","40.3"
"0.0","-0.1","-1.0","1.0","40.3"
"-0.3","0.0","-0.7","0.8","40.3"
"-0.5","0.0","-0.4","0.6","40.3"
"-0.5","-0.1","-0.2","0.5","40.3"
"-0.5","-0.1","0.4","0.6","40.4"
"1.3","1.0","1.6","2.3","40.4"
"-0.1","0.4","-0.7","0.8","40.4"
"-0.4","0.5","0.9","1.1","40.4"
"-0.2","-0.1","-0.9","0.9","40.4"
"-0.5","0.0","0.5","0.7","40.4"
"-0.8","0.0","0.9","1.2","40.4"
"-1.0","-0.2","0.6","1.2","40.4"
"-1.1","-0.1","0.8","1.4","40.4"
"-1.1","0.0","0.7","1.3","40.4"
"0.4","-1.3","-0.6","1.5","40.5"
"-0.9","0.6","0.6","1.2","40.5"
"-0.1","1.0","-0.5","1.1","40.5"
"0.4","0.9","-0.8","1.3","40.5"
"0.0","0.8","-0.5","0.9","40.5"
"0.1","0.4","0.4","0.6","40.5"
"0.3","0.0","0.2","0.4","40.5"
"-0.1","-0.1","0.8","0.8","40.5"
"0.0","-0.1","0.8","0.8","40.5"
"0.2","-0.3","0.7","0.8","40.5"
"0.1","-0.3","0.6","0.7","40.5"
"-0.6","-0.5","-1.0","1.3","40.6"
"-0.1","-0.2","-0.4","0.5","40.6"
"0.2","-0.1","-0.4","0.5","40.6"
"0.3","-0.1","-0.2","0.4","40.6"
"0.5","0.0","0.8","0.9","40.6"
"0.3","0.0","0.0","0.3","40.6"
"0.1","0.0","-0.2","0.2","40.6"
"0.0","0.0","-0.2","0.2","40.6"
"0.0","-0.1","-0.3","0.3","40.6"
"0.0","0.1","-0.2","0.2","40.6"
"0.0","0.1","-0.1","0.1","40.7"
"0.0","0.1","-0.2","0.2","40.7"
"-0.2","0.0","-0.2","0.3","40.7"
"-0.2","0.0","-0.2","0.3","40.7"
"-0.1","0.0","-0.4","0.4","40.7"
"-0.2","0.0","-0.1","0.2","40.7"
"-0.1","-0.1","0.1","0.2","40.7"
"0.0","-0.1","0.2","0.2","40.7"
"0.1","0.0","0.2","0.2","40.7"
"0.2","0.2","0.1","0.3","40.7"
"0.3","0.1","0.2","0.4","40.8"
"0.3","0.1","0.3","0.4","40.8"
"0.3","-0.1","0.6","0.7","40.8"
"0.2","0.0","0.2","0.3","40.8"
"0.0","0.1","-0.1","0.1","40.8"
"-0.3","0.0","-0.4","0.5","40.8"
"-0.4","-0.1","-0.7","0.8","40.8"
"-0.5","0.0","-0.8","0.9","40.8"
"-0.3","0.1","-0.6","0.7","40.8"
"0.2","0.3","0.4","0.5","40.8"
"0.5","0.3","0.7","0.9","40.8"
"0.4","0.1","0.7","0.8","40.9"
"0.3","0.0","0.8","0.9","40.9"
"0.2","-0.1","0.7","0.7","40.9"
"0.0","-0.1","0.7","0.7","40.9"
"0.0","-0.1","0.5","0.5","40.9"
"0.0","-0.1","0.3","0.3","40.9"
"0.0","-0.2","0.1","0.2","40.9"
"0.0","-0.2","0.0","0.2","40.9"
"0.0","-0.4","-0.1","0.4","40.9"
"-0.1","-0.5","-0.4","0.6","40.9"
"-0.1","-0.5","-0.6","0.8","41.0"
"0.1","-0.4","-0.7","0.8","41.0"
"0.2","-0.3","-0.7","0.8","41.0"
"0.5","-0.2","-0.7","0.9","41.0"
"0.4","0.0","-0.6","0.7","41.0"
"0.3","0.0","-0.5","0.6","41.0"
"0.2","0.1","-0.3","0.4","41.0"
"0.0","0.2","-0.1","0.2","41.0"
"-0.1","0.2","0.1","0.2","41.0"
