"X","Y","Z","Acc","Time"
"-7.5","-9.4","8.5","14.7","137.8"
"-6.6","-11.6","-17.0","21.6","137.9"
"-6.4","-7.0","-20.0","22.1","137.9"
"-1.7","-0.2","-6.5","6.7","137.9"
"3.6","5.7","3.7","7.7","137.9"
"5.3","8.6","6.6","12.1","137.9"
"4.9","9.4","7.2","12.8","137.9"
"3.2","7.0","8.1","11.2","137.9"
"0.6","3.3","9.0","9.6","137.9"
"-0.6","1.0","7.8","7.9","137.9"
"-0.4","0.3","4.5","4.5","137.9"
"0.2","0.0","1.8","1.8","137.9"
"1.1","-0.2","0.2","1.1","138.0"
"2.3","-0.6","-0.5","2.4","138.0"
"2.7","-1.6","-1.0","3.3","138.0"
"2.4","-2.2","-1.9","3.8","138.0"
"1.2","-2.3","-2.1","3.3","138.0"
"0.2","-2.0","-1.7","2.6","138.0"
"-0.5","-1.4","-1.4","2.0","138.0"
"-0.4","-0.5","-1.3","1.4","138.0"
"0.4","0.8","-1.5","1.7","138.0"
"1.0","1.8","-1.8","2.7","138.0"
"1.2","2.2","-1.7","3.0","138.1"
"1.2","2.0","-1.6","2.8","138.1"
"1.2","1.4","-1.6","2.4","138.1"
"1.1","0.8","-1.7","2.2","138.1"
"1.0","0.3","-1.6","1.9","138.1"
"0.9","-0.1","-1.4","1.7","138.1"
"0.7","-0.4","-1.1","1.4","138.1"
"0.5","-0.4","-0.8","1.0","138.1"
"0.3","-0.2","-1.7","1.7","138.1"
"-0.4","0.5","-2.8","2.9","138.1"
"-1.2","0.3","-1.8","2.2","138.2"
"-1.6","-0.5","-0.7","1.8","138.2"
"-1.5","-1.3","0.0","2.0","138.2"
"-0.6","-1.3","0.4","1.5","138.2"
"0.4","-0.7","0.6","1.0","138.2"
"0.9","-0.1","0.6","1.1","138.2"
"0.9","-0.1","0.6","1.1","138.2"
"0.8","-0.5","0.6","1.1","138.2"
"0.7","-0.9","0.5","1.2","138.2"
"0.5","-1.2","0.3","1.3","138.2"
"0.1","-1.2","-0.1","1.2","138.2"
"-1.5","-0.9","-4.9","5.2","138.3"
"-3.8","-0.5","-9.8","10.5","138.3"
"-4.2","-0.8","-5.9","7.3","138.3"
"-1.8","-1.2","1.2","2.5","138.3"
"0.8","-0.9","4.8","4.9","138.3"
"2.1","-0.4","4.7","5.2","138.3"
"2.3","-0.2","2.9","3.7","138.3"
"2.0","-0.5","1.1","2.3","138.3"
"1.1","-1.3","-1.7","2.4","138.3"
"0.0","-2.6","-5.0","5.6","138.3"
"0.0","-3.2","-5.5","6.4","138.4"
"1.1","-2.5","-3.4","4.4","138.4"
"1.2","-1.2","-0.3","1.7","138.4"
"1.0","0.1","2.6","2.8","138.4"
"1.4","0.7","4.5","4.8","138.4"
"1.9","1.0","5.3","5.7","138.4"
"1.3","0.9","5.9","6.1","138.4"
"-0.5","0.5","6.4","6.4","138.4"
"-2.6","0.0","7.2","7.7","138.4"
"-4.0","-0.6","8.2","9.1","138.4"
"-4.4","-1.3","8.8","9.9","138.4"
"-4.2","-1.7","7.2","8.5","138.5"
"-3.6","-1.4","3.6","5.3","138.5"
"-3.3","-0.9","0.5","3.5","138.5"
"-2.6","0.3","-3.1","4.1","138.5"
"-2.5","1.5","-7.3","7.9","138.5"
"-3.6","2.1","-8.7","9.6","138.5"
"-2.1","3.6","-7.3","8.4","138.5"
"0.4","4.8","-4.9","6.9","138.5"
"2.1","5.1","-2.4","6.0","138.5"
"3.1","4.6","-0.2","5.6","138.5"
"4.3","3.6","-5.2","7.6","138.6"
"5.7","0.9","-4.9","7.6","138.6"
"3.7","-0.5","4.3","5.7","138.6"
"2.1","-0.1","7.6","7.9","138.6"
"2.3","1.0","6.3","6.8","138.6"
"3.0","2.0","3.3","4.9","138.6"
"3.6","2.4","-0.8","4.4","138.6"
"3.3","2.3","-2.0","4.5","138.6"
"2.2","2.3","-0.7","3.3","138.6"
"1.4","2.4","0.7","2.9","138.6"
"0.9","2.5","1.3","3.0","138.7"
"0.3","2.3","1.9","3.0","138.7"
"-0.4","1.9","2.0","2.8","138.7"
"-0.8","1.8","1.7","2.6","138.7"
"-1.3","1.6","1.5","2.5","138.7"
"-1.7","1.4","1.0","2.4","138.7"
"-1.5","1.4","0.6","2.1","138.7"
"-1.5","1.0","0.3","1.8","138.7"
"-1.7","0.3","-0.5","1.8","138.7"
"-2.2","-0.9","-2.2","3.2","138.7"
"-2.3","-2.6","-5.2","6.3","138.7"
"-2.6","-5.3","-11.5","12.9","138.8"
"-5.8","-9.9","-17.7","21.1","138.8"
"-11.3","-13.6","-18.8","25.8","138.8"
"-9.3","-11.8","-12.0","19.2","138.8"
"-1.4","-5.3","-3.5","6.5","138.8"
"3.1","0.4","1.6","3.5","138.8"
"4.0","4.7","3.1","6.9","138.8"
"3.3","7.0","3.3","8.4","138.8"
"2.4","7.3","3.5","8.4","138.8"
"2.0","6.5","5.5","8.7","138.8"
"1.3","4.7","7.3","8.8","138.9"
"-2.0","0.4","11.5","11.7","138.9"
"-5.8","-5.7","17.2","19.0","138.9"
"-5.2","-8.3","17.9","20.4","138.9"
"-1.5","-6.7","8.1","10.6","138.9"
"2.4","-4.5","-1.2","5.2","138.9"
"4.9","-0.8","-4.9","7.0","138.9"
"5.7","2.5","-6.0","8.6","138.9"
"5.2","4.3","-5.6","8.8","138.9"
"3.4","4.1","-3.6","6.4","138.9"
"2.3","3.3","-1.3","4.2","138.9"
"1.5","2.2","0.6","2.7","139.0"
"1.0","1.3","1.9","2.5","139.0"
"0.3","0.3","2.2","2.2","139.0"
"-0.6","-0.9","1.8","2.1","139.0"
"-0.8","-1.9","1.4","2.5","139.0"
"-0.4","-2.7","1.2","3.0","139.0"
"0.2","-2.7","0.2","2.7","139.0"
"0.7","-2.0","-1.0","2.3","139.0"
"1.2","-0.5","-1.8","2.2","139.0"
"1.8","1.3","-1.8","2.9","139.0"
"2.1","2.8","-1.6","3.8","139.1"
"2.1","3.5","-1.4","4.3","139.1"
"1.8","3.8","-1.1","4.3","139.1"
"1.5","3.5","-0.7","3.9","139.1"
"1.0","2.9","-0.3","3.1","139.1"
"0.5","2.1","-0.1","2.2","139.1"
"-0.1","1.1","0.2","1.1","139.1"
"-0.6","0.1","0.3","0.7","139.1"
"-1.0","-0.8","0.4","1.3","139.1"
"-1.2","-1.5","0.4","2.0","139.1"
"-1.2","-1.9","0.4","2.3","139.2"
"-1.1","-2.0","0.4","2.3","139.2"
"-0.7","-1.7","0.3","1.9","139.2"
"-0.1","-1.1","0.0","1.1","139.2"
"0.2","-0.6","-0.3","0.7","139.2"
"0.0","-0.3","-0.2","0.4","139.2"
"-0.3","-0.4","-0.1","0.5","139.2"
"-0.6","-0.9","0.2","1.1","139.2"
"-0.6","-1.4","0.4","1.6","139.2"
"-0.6","-1.9","0.4","2.0","139.2"
"-0.6","-2.2","0.0","2.3","139.2"
"-0.7","-2.3","-0.9","2.6","139.3"
"-2.9","-2.6","-11.6","12.2","139.3"
"-5.8","-2.7","-18.1","19.2","139.3"
"-2.9","-1.7","-6.7","7.5","139.3"
"0.2","-1.0","2.4","2.6","139.3"
"1.6","-0.3","5.8","6.0","139.3"
"2.0","0.1","6.1","6.4","139.3"
"2.1","0.4","4.1","4.6","139.3"
"1.8","0.2","1.5","2.4","139.3"
"1.2","-0.1","-1.1","1.6","139.3"
"0.4","-0.9","-3.1","3.3","139.4"
"-0.4","-2.0","-3.7","4.2","139.4"
"-0.7","-2.3","-4.3","4.9","139.4"
"-0.5","-1.4","-4.1","4.4","139.4"
"1.0","0.2","-0.5","1.1","139.4"
"2.2","1.0","4.2","4.8","139.4"
"3.0","1.3","6.7","7.5","139.4"
"2.3","0.8","6.8","7.2","139.4"
"0.5","0.5","6.5","6.5","139.4"
"-1.6","0.6","6.6","6.8","139.4"
"-3.1","0.3","7.4","8.0","139.4"
"-3.7","-0.5","7.7","8.6","139.5"
"-3.4","-1.4","6.2","7.2","139.5"
"-2.7","-2.3","3.6","5.1","139.5"
"-2.6","-2.5","1.2","3.8","139.5"
"-2.3","-2.3","-1.3","3.5","139.5"
"-1.9","-1.3","-3.9","4.5","139.5"
"-1.6","0.5","-6.6","6.8","139.5"
"-0.9","2.5","-6.6","7.1","139.5"
"-0.1","3.9","-4.6","6.0","139.5"
"0.5","4.3","-1.3","4.5","139.5"
"1.2","4.5","1.2","4.8","139.6"
"1.8","4.4","2.2","5.2","139.6"
"5.8","3.9","-9.5","11.8","139.6"
"4.7","1.4","-1.0","5.0","139.6"
"1.9","0.6","4.9","5.3","139.6"
"1.0","1.2","5.0","5.2","139.6"
"1.3","2.1","3.1","4.0","139.6"
"1.9","2.9","0.4","3.5","139.6"
"2.4","3.6","-2.1","4.8","139.6"
"2.4","3.8","-1.6","4.8","139.6"
"1.6","3.5","0.4","3.9","139.6"
"0.5","3.0","2.0","3.6","139.7"
"-0.4","2.6","2.8","3.8","139.7"
"-0.9","2.4","2.9","3.9","139.7"
"-1.0","2.5","2.6","3.7","139.7"
"-0.9","2.4","2.1","3.3","139.7"
"-0.8","2.3","1.4","2.8","139.7"
"-0.8","2.1","0.4","2.3","139.7"
"-1.3","1.5","-1.4","2.4","139.7"
"-2.0","0.5","-4.0","4.5","139.7"
"-2.6","-1.3","-7.1","7.7","139.7"
"-1.2","-3.7","-10.7","11.4","139.8"
"-0.3","-8.1","-15.4","17.4","139.8"
"-3.5","-14.2","-16.8","22.3","139.8"
"-5.2","-15.5","-11.3","19.9","139.8"
"-2.2","-10.5","-4.4","11.6","139.8"
"1.8","-3.4","0.6","3.9","139.8"
"3.0","1.5","2.9","4.4","139.8"
"2.4","4.6","2.6","5.8","139.8"
"0.8","6.1","0.8","6.2","139.8"
"-0.5","5.7","0.4","5.7","139.8"
"-5.4","-0.5","4.6","7.1","139.9"
"-9.9","-7.6","10.5","16.3","139.9"
"-8.0","-9.0","15.3","19.5","139.9"
"-3.1","-5.0","13.5","14.7","139.9"
"1.4","0.0","7.5","7.6","139.9"
"4.8","4.6","1.2","6.8","139.9"
"6.3","7.7","-1.9","10.1","139.9"
"6.1","8.9","-2.7","11.1","139.9"
"5.1","8.3","-2.0","9.9","139.9"
"3.4","6.1","-0.3","7.0","139.9"
"1.9","3.5","2.0","4.5","139.9"
"1.1","1.6","3.4","3.9","140.0"
"-0.2","-0.1","4.2","4.2","140.0"
"-0.9","-1.6","4.8","5.1","140.0"
"-0.9","-2.7","4.8","5.6","140.0"
"-0.3","-4.1","3.6","5.5","140.0"
"0.8","-5.2","1.7","5.5","140.0"
"1.6","-5.3","-0.5","5.6","140.0"
"1.7","-4.1","-2.1","4.9","140.0"
"1.2","-2.2","-2.4","3.5","140.0"
"0.8","-0.5","-2.0","2.2","140.0"
"0.6","0.9","-2.1","2.4","140.1"
"0.7","2.0","-2.1","3.0","140.1"
"0.9","2.6","-2.2","3.5","140.1"
"1.0","2.8","-2.4","3.8","140.1"
"0.9","2.6","-2.2","3.5","140.1"
"0.8","2.1","-2.0","3.0","140.1"
"0.5","1.4","-1.7","2.3","140.1"
"0.3","0.7","-1.5","1.7","140.1"
"0.1","0.1","-1.2","1.2","140.1"
"-0.2","-0.3","-1.2","1.3","140.1"
"-0.4","-0.6","-1.2","1.4","140.1"
"-0.8","-0.6","-1.1","1.5","140.2"
"-1.9","-0.4","-2.1","2.9","140.2"
"-2.3","-0.3","-2.6","3.5","140.2"
"-1.6","-0.3","-2.1","2.7","140.2"
"-0.7","-0.6","-0.5","1.0","140.2"
"0.0","-1.1","1.0","1.5","140.2"
"0.4","-1.6","1.5","2.2","140.2"
"0.5","-2.0","1.3","2.4","140.2"
"0.4","-2.5","0.9","2.7","140.2"
"0.3","-2.6","0.3","2.6","140.2"
"0.2","-2.2","-1.1","2.5","140.3"
"-1.2","-1.3","-6.7","6.9","140.3"
"-3.1","-0.9","-10.5","11.0","140.3"
"-2.1","-1.1","-4.9","5.4","140.3"
"0.3","-1.4","2.4","2.8","140.3"
"1.8","-0.8","5.0","5.4","140.3"
"2.1","0.1","4.4","4.9","140.3"
"2.1","0.5","3.0","3.7","140.3"
"2.0","0.3","1.5","2.5","140.3"
"1.5","0.0","-0.4","1.6","140.3"
"0.8","-0.6","-2.2","2.4","140.4"
"0.2","-1.6","-2.9","3.3","140.4"
"0.2","-1.7","-2.4","2.9","140.4"
"0.2","-1.0","-1.8","2.1","140.4"
"0.6","0.1","0.0","0.6","140.4"
"1.3","0.6","2.0","2.5","140.4"
"1.6","1.0","3.9","4.3","140.4"
"0.6","1.1","5.3","5.4","140.4"
"-1.8","1.0","6.6","6.9","140.4"
"-4.0","0.5","7.4","8.4","140.4"
"-5.5","-0.8","8.6","10.2","140.4"
"-5.7","-1.6","8.2","10.1","140.5"
"-4.9","-2.0","5.3","7.5","140.5"
"-3.5","-1.5","1.6","4.1","140.5"
"-2.8","-1.0","-2.0","3.6","140.5"
"-2.0","0.5","-4.9","5.3","140.5"
"-1.4","1.9","-7.1","7.5","140.5"
"-0.9","2.5","-9.0","9.4","140.5"
"-0.5","2.6","-8.2","8.6","140.5"
"0.8","2.9","-4.5","5.4","140.5"
"1.9","2.8","0.0","3.4","140.5"
"2.5","2.7","3.0","4.7","140.6"
"2.8","2.8","4.6","6.1","140.6"
"7.1","2.7","-3.3","8.3","140.6"
"5.6","1.0","2.3","6.1","140.6"
"2.8","0.5","5.8","6.5","140.6"
"1.9","0.9","5.1","5.5","140.6"
"2.2","1.6","3.0","4.0","140.6"
"2.2","2.1","0.9","3.2","140.6"
"1.5","2.3","-0.5","2.8","140.6"
"0.6","2.4","-1.5","2.9","140.6"
"-0.3","2.4","-1.2","2.7","140.6"
"-0.7","2.2","-0.3","2.3","140.7"
"-0.7","2.2","0.7","2.4","140.7"
"-0.5","2.4","1.5","2.9","140.7"
"-0.2","2.8","2.0","3.4","140.7"
"0.2","3.1","2.0","3.7","140.7"
"0.3","3.2","1.9","3.7","140.7"
"0.0","2.8","1.6","3.2","140.7"
"-0.7","2.2","0.2","2.3","140.7"
"-1.6","1.2","-2.3","3.0","140.7"
"-2.9","-0.3","-5.4","6.1","140.7"
"-3.1","-2.6","-8.7","9.6","140.8"
"-2.4","-6.1","-14.2","15.6","140.8"
"-5.6","-11.6","-22.2","25.7","140.8"
"-9.4","-15.7","-18.2","25.8","140.8"
"-5.3","-12.2","-3.1","13.7","140.8"
"1.0","-4.9","2.6","5.6","140.8"
"3.5","0.7","4.2","5.5","140.8"
"2.9","4.1","2.5","5.6","140.8"
"0.7","5.7","0.2","5.7","140.8"
"-0.5","5.9","2.4","6.4","140.8"
"-0.9","5.0","7.8","9.3","140.9"
"-3.3","1.5","14.1","14.6","140.9"
"-4.8","-2.0","17.2","18.0","140.9"
"-4.5","-4.6","17.5","18.6","140.9"
"-1.9","-4.6","9.2","10.5","140.9"
"1.3","-2.7","-1.6","3.4","140.9"
"3.5","-0.5","-8.4","9.1","140.9"
"5.0","1.6","-10.3","11.6","140.9"
"4.0","2.9","-3.2","5.9","140.9"
"3.3","3.1","-0.6","4.6","140.9"
"3.3","2.8","0.7","4.4","140.9"
"4.4","2.7","2.0","5.5","141.0"
"4.9","2.1","2.6","5.9","141.0"
"3.6","0.6","2.8","4.6","141.0"
"1.8","-1.0","3.0","3.6","141.0"
"0.4","-2.6","3.1","4.1","141.0"
"-0.6","-4.0","3.1","5.1","141.0"
"-0.5","-4.4","1.9","4.8","141.0"
"0.2","-3.4","-0.2","3.4","141.0"
"1.1","-1.1","-2.1","2.6","141.0"
"1.8","1.2","-2.5","3.3","141.0"
"1.9","2.6","-2.2","3.9","141.1"
"1.4","3.4","-1.8","4.1","141.1"
"0.8","3.7","-1.7","4.1","141.1"
"0.6","3.6","-1.5","3.9","141.1"
"0.2","3.1","-1.3","3.4","141.1"
"-0.2","2.1","-1.1","2.4","141.1"
"-0.7","0.9","-0.8","1.4","141.1"
"-1.1","-0.3","-0.5","1.2","141.1"
"-1.3","-1.2","-0.4","1.8","141.1"
"-1.4","-1.7","-0.4","2.2","141.1"
"-1.3","-2.0","-0.7","2.5","141.1"
"-1.1","-2.0","-1.7","2.8","141.2"
"-1.0","-1.8","-2.6","3.3","141.2"
"-0.9","-1.5","-2.9","3.4","141.2"
"-0.7","-1.1","-2.5","2.8","141.2"
"-0.4","-0.6","-1.6","1.8","141.2"
"0.1","-0.2","-0.6","0.6","141.2"
"0.4","0.2","0.2","0.5","141.2"
"0.5","0.4","0.7","0.9","141.2"
"0.3","0.1","1.0","1.0","141.2"
"0.1","-0.3","1.1","1.1","141.2"
"0.0","-0.8","1.0","1.3","141.3"
"0.0","-1.2","0.3","1.2","141.3"
"-0.7","-1.4","-2.0","2.5","141.3"
"-1.3","-1.4","-3.6","4.1","141.3"
"-1.1","-1.3","-2.8","3.3","141.3"
"-0.3","-1.0","-1.2","1.6","141.3"
"0.3","-0.6","0.1","0.7","141.3"
"0.6","-0.4","1.0","1.2","141.3"
"0.6","-0.2","1.7","1.8","141.3"
"0.6","-0.1","1.5","1.6","141.3"
"0.7","-0.2","0.7","1.0","141.3"
"0.6","-0.6","-0.8","1.2","141.4"
"0.0","-1.2","-2.9","3.1","141.4"
"-1.1","-2.1","-4.5","5.1","141.4"
"-2.0","-2.7","-4.5","5.6","141.4"
"-1.9","-2.2","-4.0","4.9","141.4"
"-0.6","-0.6","-1.7","1.9","141.4"
"0.9","0.6","2.2","2.5","141.4"
"1.6","1.0","5.0","5.3","141.4"
"2.2","1.1","6.3","6.8","141.4"
"1.8","1.0","6.0","6.3","141.4"
"0.2","1.0","5.7","5.8","141.5"
"-1.6","1.0","5.8","6.1","141.5"
"-2.5","0.3","5.7","6.2","141.5"
"-2.7","-0.5","5.8","6.4","141.5"
"-2.6","-1.4","5.0","5.8","141.5"
"-2.3","-2.2","3.5","4.7","141.5"
"-1.7","-2.1","1.6","3.1","141.5"
"-0.7","-1.7","-0.8","2.0","141.5"
"-0.3","-0.9","-3.7","3.8","141.5"
"-1.0","0.3","-4.5","4.6","141.5"
"-0.8","1.7","-3.7","4.1","141.6"
"0.0","3.0","-2.5","3.9","141.6"
"1.7","4.0","-5.4","6.9","141.6"
"5.8","2.4","-12.9","14.3","141.6"
"3.5","0.3","-0.1","3.5","141.6"
"2.2","0.4","5.3","5.8","141.6"
"2.3","1.4","6.0","6.6","141.6"
"2.4","2.5","4.8","5.9","141.6"
"2.0","3.3","2.6","4.7","141.6"
"1.3","3.5","0.5","3.8","141.6"
"0.4","3.4","-0.6","3.5","141.6"
"-0.1","3.3","-0.4","3.3","141.7"
"-0.3","3.2","0.2","3.2","141.7"
"-0.4","2.9","0.6","3.0","141.7"
"-0.6","2.6","1.1","2.9","141.7"
"-0.8","2.5","1.8","3.2","141.7"
"-0.9","2.5","2.6","3.7","141.7"
"-0.8","2.7","3.1","4.2","141.7"
"-0.8","2.8","3.1","4.3","141.7"
"-0.7","3.0","2.7","4.1","141.7"
"-0.8","2.8","1.6","3.3","141.7"
"-1.3","2.1","-0.2","2.5","141.8"
"-2.2","1.0","-2.5","3.5","141.8"
"-3.4","-0.2","-5.5","6.5","141.8"
"-4.3","-1.4","-7.9","9.1","141.8"
"-3.6","-3.3","-11.9","12.9","141.8"
"-2.0","-7.3","-19.1","20.5","141.8"
"-3.6","-13.6","-19.6","24.1","141.8"
"-6.8","-15.4","-7.6","18.5","141.8"
"-2.6","-10.4","1.3","10.8","141.8"
"2.3","-4.1","1.6","5.0","141.8"
"3.3","0.7","1.7","3.8","141.8"
"2.0","4.5","1.1","5.0","141.9"
"1.2","6.7","0.0","6.8","141.9"
"0.9","6.9","2.5","7.4","141.9"
"-0.1","5.8","5.9","8.3","141.9"
"-4.6","0.7","12.4","13.2","141.9"
"-6.9","-4.5","17.3","19.2","141.9"
"-5.0","-5.9","18.2","19.8","141.9"
"0.3","-3.6","8.7","9.4","141.9"
"4.5","-0.4","-0.5","4.5","141.9"
"5.6","1.8","-5.0","7.7","141.9"
"5.6","3.2","-6.3","9.0","142.0"
"4.2","3.4","-5.0","7.4","142.0"
"2.9","2.6","-3.1","5.0","142.0"
"2.3","1.8","-0.8","3.0","142.0"
"2.4","1.1","1.2","2.9","142.0"
"3.2","0.6","2.3","4.0","142.0"
"3.4","-0.2","2.8","4.4","142.0"
"2.1","-1.4","3.3","4.2","142.0"
"1.4","-2.6","2.9","4.1","142.0"
"0.9","-3.6","2.4","4.4","142.0"
"0.5","-3.6","1.4","3.9","142.1"
"0.4","-2.7","0.0","2.7","142.1"
"0.8","-0.7","-1.4","1.8","142.1"
"1.3","1.4","-2.0","2.8","142.1"
"1.6","2.8","-1.9","3.7","142.1"
"1.5","3.6","-1.7","4.3","142.1"
"1.2","4.0","-1.6","4.5","142.1"
"1.0","3.9","-1.5","4.3","142.1"
"0.5","3.2","-1.3","3.5","142.1"
"-0.1","2.2","-0.9","2.4","142.1"
"-0.8","0.7","-0.2","1.1","142.1"
"-1.4","-0.6","0.2","1.5","142.2"
"-1.6","-1.6","-0.3","2.3","142.2"
"-1.5","-2.2","-1.4","3.0","142.2"
"-1.6","-2.4","-2.7","4.0","142.2"
"-1.8","-2.4","-3.4","4.5","142.2"
"-2.1","-2.1","-3.7","4.7","142.2"
"-1.9","-1.4","-3.5","4.2","142.2"
"-1.2","-0.6","-2.7","3.0","142.2"
"-0.2","0.1","-1.0","1.0","142.2"
"0.6","0.5","0.7","1.0","142.2"
"0.9","0.6","1.4","1.8","142.3"
"0.6","0.1","1.5","1.6","142.3"
"0.2","-0.7","1.7","1.8","142.3"
"-0.1","-1.3","1.6","2.1","142.3"
"-0.2","-1.7","1.4","2.2","142.3"
"-0.2","-1.6","1.3","2.1","142.3"
"-0.1","-1.2","1.3","1.8","142.3"
"-0.1","-0.6","0.8","1.0","142.3"
"-1.4","0.0","-3.4","3.7","142.3"
"-1.9","0.3","-4.7","5.1","142.3"
"-0.7","0.0","-1.7","1.8","142.3"
"0.4","-0.5","0.6","0.9","142.4"
"0.8","-1.2","0.9","1.7","142.4"
"1.0","-1.6","-0.1","1.9","142.4"
"1.0","-1.9","-1.5","2.6","142.4"
"0.7","-2.4","-2.6","3.6","142.4"
"0.3","-2.8","-2.8","4.0","142.4"
"0.1","-2.7","-2.5","3.7","142.4"
"0.3","-1.8","-2.0","2.7","142.4"
"0.7","0.1","-1.0","1.2","142.4"
"1.1","1.4","1.1","2.1","142.4"
"1.4","1.8","3.1","3.8","142.5"
"1.5","2.1","4.6","5.3","142.5"
"1.0","2.1","4.7","5.2","142.5"
"-0.6","1.8","5.0","5.3","142.5"
"-2.1","1.5","5.2","5.8","142.5"
"-3.2","0.8","5.7","6.6","142.5"
"-3.3","-0.1","6.0","6.8","142.5"
"-3.1","-0.9","5.6","6.5","142.5"
"-2.8","-1.8","3.9","5.1","142.5"
"-2.8","-2.1","2.4","4.2","142.5"
"-2.7","-2.3","0.2","3.6","142.6"
"-1.8","-1.6","-2.9","3.8","142.6"
"-1.1","-0.5","-6.3","6.4","142.6"
"-1.1","0.8","-6.6","6.7","142.6"
"0.3","2.4","-4.5","5.1","142.6"
"1.4","3.3","-1.6","3.9","142.6"
"2.2","3.8","0.0","4.4","142.6"
"5.8","3.6","-9.4","11.6","142.6"
"4.9","1.3","-1.1","5.2","142.6"
"2.3","0.5","5.0","5.5","142.6"
"1.9","1.2","5.7","6.1","142.6"
"2.1","2.2","3.9","4.9","142.7"
"2.1","2.9","1.8","4.0","142.7"
"1.7","3.2","-0.3","3.6","142.7"
"0.9","3.2","-0.4","3.3","142.7"
"0.3","3.2","0.2","3.2","142.7"
"0.0","3.0","0.7","3.1","142.7"
"-0.3","2.7","1.1","2.9","142.7"
"-0.6","2.5","1.4","2.9","142.7"
"-0.7","2.5","2.0","3.3","142.7"
"-0.7","2.5","2.1","3.3","142.7"
"-0.6","2.5","2.0","3.3","142.8"
"-0.6","2.5","1.7","3.1","142.8"
"-0.7","2.2","0.9","2.5","142.8"
"-0.8","1.6","0.2","1.8","142.8"
"-1.3","0.7","-0.9","1.7","142.8"
"-2.1","-0.5","-3.1","3.8","142.8"
"-3.2","-2.3","-6.5","7.6","142.8"
"-3.1","-4.9","-12.3","13.6","142.8"
"-2.6","-10.2","-21.0","23.5","142.8"
"-7.2","-16.8","-24.4","30.5","142.8"
"-7.5","-16.2","-8.1","19.6","142.8"
"-1.3","-8.3","2.1","8.7","142.9"
"3.5","0.0","4.3","5.5","142.9"
"3.3","5.3","4.1","7.5","142.9"
"1.9","7.6","2.0","8.1","142.9"
"0.9","7.8","1.5","8.0","142.9"
"0.0","6.9","2.5","7.3","142.9"
"-2.3","3.8","8.9","9.9","142.9"
"-5.9","-1.9","15.4","16.6","142.9"
"-6.0","-5.1","18.6","20.2","142.9"
"-2.7","-5.1","14.9","16.0","142.9"
"2.9","-2.0","3.4","4.9","143.0"
"5.3","0.4","-3.6","6.4","143.0"
"5.0","1.6","-5.7","7.7","143.0"
"4.0","2.4","-4.1","6.2","143.0"
"2.8","2.4","-2.4","4.4","143.0"
"2.4","2.2","-1.1","3.4","143.0"
"2.9","1.9","0.4","3.5","143.0"
"3.7","1.5","1.2","4.2","143.0"
"3.9","0.8","1.4","4.2","143.0"
"2.7","-0.5","1.6","3.2","143.0"
"1.2","-2.1","2.2","3.3","143.1"
"0.3","-3.5","3.0","4.6","143.1"
"0.2","-4.0","3.0","5.0","143.1"
"0.7","-3.5","1.4","3.8","143.1"
"1.3","-1.9","-0.5","2.4","143.1"
"1.7","0.3","-1.4","2.2","143.1"
"1.6","1.7","-1.8","2.9","143.1"
"1.1","2.5","-1.9","3.3","143.1"
"0.3","2.9","-1.7","3.4","143.1"
"0.0","3.0","-1.7","3.4","143.1"
"0.0","2.7","-1.8","3.2","143.1"
"-0.2","1.9","-2.0","2.8","143.2"
"-0.5","0.9","-4.4","4.5","143.2"
"-1.3","-0.1","-4.9","5.1","143.2"
"-1.6","-0.5","-3.1","3.5","143.2"
"-1.4","-0.9","-1.2","2.1","143.2"
"-1.0","-1.2","-0.3","1.6","143.2"
"-0.5","-1.1","-0.3","1.2","143.2"
"-0.2","-0.8","-0.4","0.9","143.2"
"-0.2","-0.3","-0.3","0.5","143.2"
"-0.4","0.3","0.4","0.6","143.2"
"-0.5","0.8","1.1","1.4","143.3"
"-0.4","0.9","1.4","1.7","143.3"
"-0.3","0.7","1.6","1.8","143.3"
"-0.3","0.2","1.8","1.8","143.3"
"-0.5","-0.6","2.0","2.1","143.3"
"-0.5","-1.4","2.0","2.5","143.3"
"-0.4","-2.0","1.8","2.7","143.3"
"-0.2","-2.2","1.1","2.5","143.3"
"0.1","-2.1","0.2","2.1","143.3"
"0.1","-2.0","-0.9","2.2","143.3"
"-1.9","-1.9","-8.9","9.3","143.3"
"-4.0","-1.6","-13.1","13.8","143.4"
"-1.4","-0.9","-5.2","5.5","143.4"
"0.6","-0.7","1.2","1.5","143.4"
"1.6","-0.7","3.5","3.9","143.4"
"1.8","-0.8","3.6","4.1","143.4"
"2.0","-0.3","2.7","3.4","143.4"
"2.2","-0.1","1.5","2.7","143.4"
"1.9","-0.1","0.4","1.9","143.4"
"1.0","-0.5","-0.9","1.4","143.4"
"-0.3","-1.4","-3.2","3.5","143.4"
"-1.3","-2.0","-5.0","5.5","143.5"
"-1.7","-1.4","-4.8","5.3","143.5"
"-0.6","0.0","-1.2","1.3","143.5"
"0.9","0.8","2.3","2.6","143.5"
"1.6","1.1","4.8","5.2","143.5"
"1.7","1.3","6.3","6.7","143.5"
"0.4","1.4","6.5","6.7","143.5"
"-1.5","1.3","6.5","6.8","143.5"
"-3.1","0.6","6.8","7.5","143.5"
"-3.7","-0.2","7.2","8.1","143.5"
"-3.6","-1.0","5.9","7.0","143.5"
"-3.0","-1.8","4.1","5.4","143.6"
"-2.2","-2.0","1.8","3.5","143.6"
